#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   3.59973    -18.465731    -18.465730
   3.54148    -18.476934    -18.476933
   3.48324    -18.481585    -18.481585
   3.42499    -18.469367    -18.469367
   3.36675    -18.457200    -18.457200
   3.30850    -18.448210    -18.448210
   3.25026    -18.449950    -18.449949
   3.19202    -18.450529    -18.450528
   3.19202    -18.450529    -18.450528
   3.13517    -18.452095    -18.452094
   3.07833    -18.455013    -18.455013
   3.02148    -18.457148    -18.457147
   2.96464    -18.457742    -18.457741
   2.90779    -18.456725    -18.456725
   2.85095    -18.454250    -18.454249
   2.79410    -18.450513    -18.450513
   2.73726    -18.445710    -18.445710
   2.68041    -18.440061    -18.440061
   2.62357    -18.434469    -18.434468
   2.56672    -18.448934    -18.448934
   2.56672    -18.500329    -18.500329
   2.50897    -18.482277    -18.482277
   2.45121    -18.458392    -18.458392
   2.39346    -18.439936    -18.439936
   2.33570    -18.441320    -18.441319
   2.27794    -18.447374    -18.447374
   2.22019    -18.452333    -18.452332
   2.16243    -18.454968    -18.454967
   2.10468    -18.454592    -18.454592
   2.04692    -18.451996    -18.451995
   1.98917    -18.450529    -18.450528
   1.98917    -18.450529    -18.450528
   1.93311    -18.451419    -18.451418
   1.87705    -18.453498    -18.453497
   1.82099    -18.455098    -18.455098
   1.76493    -18.455133    -18.455133
   1.70888    -18.453499    -18.453498
   1.65282    -18.450475    -18.450474
   1.59676    -18.446464    -18.446463
   1.54070    -18.442186    -18.442186
   1.48464    -18.440785    -18.440785
   1.42858    -18.451322    -18.451322
   1.37253    -18.468721    -18.468721
   1.31647    -18.486637    -18.486637
   1.26041    -18.499597    -18.499597
   1.26041    -18.450014    -18.450014
   1.19757    -18.435186    -18.435186
   1.13474    -18.444077    -18.444076
   1.07190    -18.451469    -18.451468
   1.00906    -18.456143    -18.456142
   0.94622    -18.457007    -18.457006
   0.88339    -18.453753    -18.453753
   0.82055    -18.450529    -18.450528
   0.82055    -18.450529    -18.450528
   0.75817    -18.448767    -18.448767
   0.69579    -18.461378    -18.461378
   0.63340    -18.481969    -18.481969
   0.57102    -18.469927    -18.469926
   0.50864    -18.450575    -18.450575
   0.44626    -18.464356    -18.464356
   0.44626    -18.452739    -18.452738
   0.38251    -18.452638    -18.452638
   0.31876    -18.452354    -18.452354
   0.25500    -18.451927    -18.451926
   0.19125    -18.451422    -18.451422
   0.12750    -18.450968    -18.450968
   0.06375    -18.450642    -18.450642
   0.00000    -18.450529    -18.450528
 
# Band-Index    9
   0.00000    -18.425463    -18.425463
   0.06375    -18.425443    -18.425443
   0.12750    -18.425390    -18.425389
   0.19125    -18.425313    -18.425313
   0.25500    -18.425235    -18.425235
   0.31876    -18.425157    -18.425157
   0.38251    -18.425103    -18.425103
   0.44626    -18.425083    -18.425083
   0.44626    -18.431071    -18.431071
   0.50864    -18.447724    -18.447723
   0.57102    -18.433065    -18.433064
   0.63340    -18.434275    -18.434275
   0.69579    -18.443425    -18.443425
   0.75817    -18.441415    -18.441415
   0.82055    -18.425463    -18.425463
   0.82055    -18.425463    -18.425463
   0.88339    -18.420047    -18.420047
   0.94622    -18.408297    -18.408297
   1.00906    -18.398422    -18.398422
   1.07190    -18.397919    -18.397919
   1.13474    -18.404888    -18.404888
   1.19757    -18.417020    -18.417020
   1.26041    -18.424300    -18.424299
   1.26041    -18.408726    -18.408726
   1.31647    -18.412952    -18.412951
   1.37253    -18.418839    -18.418838
   1.42858    -18.424014    -18.424013
   1.48464    -18.424372    -18.424371
   1.54070    -18.418121    -18.418121
   1.59676    -18.413541    -18.413540
   1.65282    -18.412415    -18.412415
   1.70888    -18.417474    -18.417474
   1.76493    -18.423055    -18.423055
   1.82099    -18.427623    -18.427623
   1.87705    -18.430128    -18.430128
   1.93311    -18.429153    -18.429153
   1.98917    -18.425463    -18.425463
   1.98917    -18.425463    -18.425463
   2.04692    -18.429901    -18.429900
   2.10468    -18.428951    -18.428950
   2.16243    -18.423603    -18.423603
   2.22019    -18.416410    -18.416409
   2.27794    -18.412033    -18.412033
   2.33570    -18.417041    -18.417040
   2.39346    -18.424762    -18.424762
   2.45121    -18.421045    -18.421044
   2.50897    -18.413749    -18.413748
   2.56672    -18.408670    -18.408670
   2.56672    -18.426342    -18.426341
   2.62357    -18.426996    -18.426996
   2.68041    -18.412660    -18.412660
   2.73726    -18.406249    -18.406248
   2.79410    -18.400705    -18.400704
   2.85095    -18.396987    -18.396987
   2.90779    -18.397050    -18.397050
   2.96464    -18.401726    -18.401725
   3.02148    -18.409147    -18.409146
   3.07833    -18.417002    -18.417002
   3.13517    -18.423113    -18.423112
   3.19202    -18.425463    -18.425463
   3.19202    -18.425463    -18.425463
   3.25026    -18.433908    -18.433908
   3.30850    -18.445248    -18.445248
   3.36675    -18.445191    -18.445191
   3.42499    -18.440824    -18.440823
   3.48324    -18.434962    -18.434961
   3.54148    -18.429023    -18.429023
   3.59973    -18.437137    -18.437136
   3.65797    -18.446302    -18.446301
   3.71621    -18.442417    -18.442417
   3.77446    -18.430747    -18.430746
 
# Band-Index   10
   3.77446    -18.430745    -18.430745
   3.71621    -18.419325    -18.419325
   3.65797    -18.408520    -18.408520
   3.59973    -18.418287    -18.418287
   3.54148    -18.427162    -18.427162
   3.48324    -18.421333    -18.421332
   3.42499    -18.415231    -18.415230
   3.36675    -18.411018    -18.411017
   3.30850    -18.410180    -18.410180
   3.25026    -18.414366    -18.414365
   3.19202    -18.420756    -18.420756
   3.19202    -18.420756    -18.420756
   3.13517    -18.417629    -18.417629
   3.07833    -18.410340    -18.410339
   3.02148    -18.401998    -18.401998
   2.96464    -18.395213    -18.395213
   2.90779    -18.391580    -18.391579
   2.85095    -18.390115    -18.390114
   2.79410    -18.390040    -18.390039
   2.73726    -18.394171    -18.394170
   2.68041    -18.408561    -18.408561
   2.62357    -18.419500    -18.419500
   2.56672    -18.426338    -18.426338
   2.56672    -18.408667    -18.408666
   2.50897    -18.408769    -18.408768
   2.45121    -18.408152    -18.408152
   2.39346    -18.404406    -18.404406
   2.33570    -18.402840    -18.402839
   2.27794    -18.407649    -18.407648
   2.22019    -18.406858    -18.406858
   2.16243    -18.404244    -18.404243
   2.10468    -18.404458    -18.404458
   2.04692    -18.411717    -18.411717
   1.98917    -18.420756    -18.420756
   1.98917    -18.420756    -18.420756
   1.93311    -18.414199    -18.414198
   1.87705    -18.406763    -18.406763
   1.82099    -18.403737    -18.403736
   1.76493    -18.404319    -18.404319
   1.70888    -18.406353    -18.406353
   1.65282    -18.408275    -18.408275
   1.59676    -18.405314    -18.405314
   1.54070    -18.402129    -18.402128
   1.48464    -18.403743    -18.403743
   1.42858    -18.407609    -18.407608
   1.37253    -18.408817    -18.408816
   1.31647    -18.408861    -18.408860
   1.26041    -18.408723    -18.408723
   1.26041    -18.424296    -18.424296
   1.19757    -18.414278    -18.414277
   1.13474    -18.393205    -18.393204
   1.07190    -18.389982    -18.389981
   1.00906    -18.392437    -18.392436
   0.94622    -18.400968    -18.400968
   0.88339    -18.413769    -18.413769
   0.82055    -18.420756    -18.420756
   0.82055    -18.420756    -18.420756
   0.75817    -18.410989    -18.410989
