#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   0.66599    -18.452227    -18.452228
   0.60553    -18.453283    -18.453283
   0.54507    -18.451330    -18.451331
   0.48462    -18.447043    -18.447044
   0.42416    -18.441382    -18.441383
   0.36370    -18.438648    -18.438649
   0.36370    -18.465063    -18.465064
   0.30308    -18.453897    -18.453898
   0.24247    -18.459979    -18.459979
   0.18185    -18.460624    -18.460625
   0.12123    -18.446359    -18.446360
   0.06062    -18.444464    -18.444465
   0.00000    -18.445983    -18.445984
 
# Band-Index    9
   0.00000    -18.427492    -18.427493
   0.06062    -18.433983    -18.433984
   0.12123    -18.439850    -18.439851
   0.18185    -18.435167    -18.435168
   0.24247    -18.443830    -18.443831
   0.30308    -18.445697    -18.445698
   0.36370    -18.431570    -18.431570
   0.36370    -18.430661    -18.430662
   0.42416    -18.426736    -18.426737
   0.48462    -18.420759    -18.420760
   0.54507    -18.416673    -18.416674
   0.60553    -18.416340    -18.416341
   0.66599    -18.419728    -18.419729
   0.72645    -18.424851    -18.424852
   0.78691    -18.427492    -18.427493
   0.78691    -18.427492    -18.427493
   0.84942    -18.427478    -18.427479
   0.91193    -18.427431    -18.427432
   0.97444    -18.427360    -18.427361
   1.03696    -18.427287    -18.427288
   1.09947    -18.427206    -18.427208
   1.16198    -18.427154    -18.427155
   1.22449    -18.427137    -18.427138
   1.22449    -18.420060    -18.420061
   1.27892    -18.423825    -18.423826
   1.33334    -18.427765    -18.427765
   1.38777    -18.430641    -18.430642
   1.44220    -18.430756    -18.430756
   1.49663    -18.429088    -18.429089
   1.55105    -18.427464    -18.427465
   1.60548    -18.426090    -18.426090
   1.65991    -18.425140    -18.425141
   1.71433    -18.425296    -18.425297
   1.76876    -18.426816    -18.426817
   1.82319    -18.428119    -18.428120
   1.87761    -18.428121    -18.428122
   1.93204    -18.427492    -18.427493
   1.93204    -18.427492    -18.427493
   1.98722    -18.426317    -18.426318
   2.04239    -18.423377    -18.423378
   2.09756    -18.419951    -18.419952
   2.15274    -18.417199    -18.417200
   2.20791    -18.415786    -18.415787
   2.26309    -18.416066    -18.416067
   2.31826    -18.418114    -18.418115
   2.37344    -18.421487    -18.421488
   2.42861    -18.425557    -18.425558
   2.48379    -18.429752    -18.429753
   2.53896    -18.430932    -18.430933
   2.53896    -18.431264    -18.431265
   2.59586    -18.439650    -18.439650
   2.65276    -18.448300    -18.448301
   2.70966    -18.446463    -18.446464
   2.76656    -18.440660    -18.440661
   2.82346    -18.435501    -18.435502
   2.88036    -18.437335    -18.437335
   2.93726    -18.441171    -18.441171
   2.99416    -18.436155    -18.436156
   3.05106    -18.430230    -18.430231
   3.10796    -18.427492    -18.427493
   3.10796    -18.427492    -18.427493
   3.16376    -18.428301    -18.428302
   3.21956    -18.427540    -18.427541
   3.27536    -18.425549    -18.425550
   3.33116    -18.425420    -18.425421
   3.38696    -18.426870    -18.426871
   3.44277    -18.428848    -18.428849
   3.49857    -18.430831    -18.430832
   3.55437    -18.429209    -18.429209
   3.61017    -18.424548    -18.424549
   3.66597    -18.420200    -18.420201
 
# Band-Index   10
   3.66597    -18.420196    -18.420197
   3.61017    -18.420495    -18.420496
   3.55437    -18.420275    -18.420276
   3.49857    -18.418587    -18.418588
   3.44277    -18.417019    -18.417020
   3.38696    -18.417144    -18.417145
   3.33116    -18.419107    -18.419108
   3.27536    -18.421036    -18.421037
   3.21956    -18.421402    -18.421403
   3.16376    -18.422323    -18.422324
   3.10796    -18.423665    -18.423666
   3.10796    -18.423665    -18.423666
   3.05106    -18.423564    -18.423565
   2.99416    -18.424697    -18.424698
   2.93726    -18.427260    -18.427261
   2.88036    -18.430899    -18.430900
   2.82346    -18.432171    -18.432171
   2.76656    -18.425976    -18.425977
   2.70966    -18.418715    -18.418716
   2.65276    -18.416780    -18.416781
   2.59586    -18.423507    -18.423508
   2.53896    -18.431262    -18.431262
   2.53896    -18.430929    -18.430930
   2.48379    -18.419854    -18.419855
   2.42861    -18.412436    -18.412437
   2.37344    -18.411195    -18.411196
   2.31826    -18.411332    -18.411333
   2.26309    -18.411939    -18.411940
   2.20791    -18.412925    -18.412926
   2.15274    -18.414399    -18.414400
   2.09756    -18.416547    -18.416547
   2.04239    -18.419400    -18.419401
   1.98722    -18.422311    -18.422312
   1.93204    -18.423665    -18.423666
   1.93204    -18.423665    -18.423666
   1.87761    -18.422689    -18.422690
   1.82319    -18.421601    -18.421602
   1.76876    -18.421200    -18.421200
   1.71433    -18.420765    -18.420766
   1.65991    -18.419190    -18.419191
   1.60548    -18.417344    -18.417345
   1.55105    -18.416443    -18.416444
   1.49663    -18.416797    -18.416798
   1.44220    -18.418115    -18.418116
   1.38777    -18.419656    -18.419657
   1.33334    -18.420422    -18.420423
   1.27892    -18.420338    -18.420339
   1.22449    -18.420056    -18.420057
   1.22449    -18.423785    -18.423786
   1.16198    -18.423777    -18.423778
   1.09947    -18.423762    -18.423763
   1.03696    -18.423747    -18.423748
   0.97444    -18.423713    -18.423714
   0.91193    -18.423690    -18.423691
   0.84942    -18.423673    -18.423674
   0.78691    -18.423665    -18.423666
   0.78691    -18.423665    -18.423666
   0.72645    -18.420769    -18.420770
   0.66599    -18.416335    -18.416336
   0.60553    -18.413470    -18.413471
   0.54507    -18.411928    -18.411929
   0.48462    -18.411397    -18.411398
   0.42416    -18.414912    -18.414913
   0.36370    -18.430658    -18.430659
   0.36370    -18.431567    -18.431568
   0.30308    -18.419183    -18.419184
   0.24247    -18.421143    -18.421143
   0.18185    -18.432042    -18.432043
   0.12123    -18.428318    -18.428319
   0.06062    -18.424141    -18.424142
   0.00000    -18.423665    -18.423666
 
# Band-Index   11
   0.00000    -18.398704    -18.398705
   0.06062    -18.401190    -18.401191
   0.12123    -18.402629    -18.402629
   0.18185    -18.405052    -18.405053
   0.24247    -18.410204    -18.410205
   0.30308    -18.408078    -18.408078
   0.36370    -18.395414    -18.395415
   0.36370    -18.407251    -18.407252
   0.42416    -18.407433    -18.407434
   0.48462    -18.407168    -18.407169
   0.54507    -18.406151    -18.406151
   0.60553    -18.403668    -18.403669
   0.66599    -18.400885    -18.400886
   0.72645    -18.399173    -18.399174
