#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  94  64
# Band-Index    1
   2.67011    -45.643870    -45.643873
   2.72474    -45.643859    -45.643861
   2.77937    -45.643851    -45.643853
   2.83400    -45.643850    -45.643853
   2.88863    -45.643848    -45.643850
   2.94326    -45.643847    -45.643848
   2.99790    -45.643845    -45.643847
   3.05253    -45.643847    -45.643850
   3.10716    -45.643836    -45.643839
   3.16179    -45.643828    -45.643831
   3.16179    -45.644103    -45.644106
   3.21686    -45.644112    -45.644113
   3.27192    -45.644109    -45.644110
   3.32699    -45.644110    -45.644112
   3.38206    -45.644101    -45.644103
   3.43712    -45.644082    -45.644084
   3.49219    -45.644067    -45.644068
   3.54726    -45.644036    -45.644037
   3.60232    -45.644008    -45.644011
   3.65739    -45.643991    -45.643994
   3.71246    -45.643961    -45.643965
   3.76752    -45.643941    -45.643943
   3.82259    -45.643918    -45.643921
   3.87766    -45.643906    -45.643907
   3.93273    -45.643887    -45.643889
   3.98779    -45.643875    -45.643878
   4.04286    -45.643871    -45.643873
   4.09793    -45.643854    -45.643856
   4.09793    -45.643854    -45.643856
   4.15394    -45.643876    -45.643878
   4.20996    -45.643887    -45.643890
   4.26598    -45.643909    -45.643910
   4.32199    -45.643935    -45.643937
   4.37801    -45.643966    -45.643968
   4.43402    -45.643999    -45.644000
   4.49004    -45.644030    -45.644031
   4.54606    -45.644064    -45.644067
   4.60207    -45.644095    -45.644096
   4.65809    -45.644117    -45.644120
   4.71411    -45.644126    -45.644129
   4.77012    -45.644132    -45.644134
   4.82614    -45.644146    -45.644149
 
# Band-Index    6
   4.82614    -45.643830    -45.643830
   4.77012    -45.643814    -45.643816
   4.71411    -45.643809    -45.643811
   4.65809    -45.643800    -45.643802
   4.60207    -45.643777    -45.643780
   4.54606    -45.643747    -45.643749
   4.49004    -45.643712    -45.643713
   4.43402    -45.643681    -45.643682
   4.37801    -45.643648    -45.643650
   4.32199    -45.643617    -45.643619
   4.26598    -45.643591    -45.643594
   4.20996    -45.643569    -45.643572
   4.15394    -45.643558    -45.643560
   4.09793    -45.643536    -45.643538
   4.09793    -45.643536    -45.643538
   4.04286    -45.643554    -45.643555
   3.98779    -45.643557    -45.643558
   3.93273    -45.643569    -45.643571
   3.87766    -45.643588    -45.643591
   3.82259    -45.643600    -45.643603
   3.76752    -45.643625    -45.643626
   3.71246    -45.643645    -45.643647
   3.65739    -45.643673    -45.643676
   3.60232    -45.643692    -45.643693
   3.54726    -45.643718    -45.643721
   3.49219    -45.643749    -45.643752
   3.43712    -45.643766    -45.643768
   3.38206    -45.643785    -45.643785
   3.32699    -45.643794    -45.643794
   3.27192    -45.643791    -45.643792
   3.21686    -45.643794    -45.643795
   3.16179    -45.643786    -45.643788
   3.16179    -45.643512    -45.643513
   3.10716    -45.643519    -45.643521
   3.05253    -45.643530    -45.643532
   2.99790    -45.643527    -45.643529
   2.94326    -45.643529    -45.643530
   2.88863    -45.643530    -45.643532
   2.83400    -45.643533    -45.643535
   2.77937    -45.643535    -45.643535
   2.72474    -45.643541    -45.643543
   2.67011    -45.643552    -45.643555
   2.61548    -45.643550    -45.643552
   2.56085    -45.643552    -45.643555
   2.50622    -45.643536    -45.643538
   2.50622    -45.643536    -45.643538
   2.45330    -45.643554    -45.643555
   2.40039    -45.643558    -45.643560
   2.34748    -45.643563    -45.643564
   2.29457    -45.643583    -45.643586
   2.24166    -45.643594    -45.643595
   2.18875    -45.643614    -45.643616
   2.13583    -45.643636    -45.643636
   2.08292    -45.643661    -45.643662
   2.03001    -45.643684    -45.643684
   1.97710    -45.643702    -45.643704
   1.92419    -45.643727    -45.643729
   1.87128    -45.643760    -45.643760
   1.81836    -45.643777    -45.643780
   1.76545    -45.643791    -45.643792
   1.71254    -45.643794    -45.643795
   1.65963    -45.643783    -45.643785
   1.60672    -45.643782    -45.643783
   1.55381    -45.643780    -45.643783
   1.55381    -45.643527    -45.643529
   1.49634    -45.643524    -45.643526
   1.43887    -45.643530    -45.643532
   1.38141    -45.643535    -45.643536
   1.32394    -45.643538    -45.643538
   1.26648    -45.643535    -45.643538
   1.20901    -45.643538    -45.643541
   1.15155    -45.643546    -45.643547
   1.09408    -45.643543    -45.643546
   1.03662    -45.643549    -45.643552
   0.97915    -45.643552    -45.643552
   0.92169    -45.643536    -45.643538
   0.92169    -45.643536    -45.643538
   0.86405    -45.643543    -45.643546
   0.80641    -45.643535    -45.643536
   0.74878    -45.643535    -45.643536
   0.69114    -45.643532    -45.643535
   0.69114    -45.643825    -45.643827
   0.63355    -45.643825    -45.643828
